videoId,title,singer
k60kkPjWr0Q,"Duo Yi Dian (Mo Xian Dian Shi Ju ""Li Dao Te Jing"" Zhu Ti Qu) (Acoustic Version)",Eason Chan - Topic
252AsJ1Xx_Q,想聽,Eason Chan - Topic
sJO2rkH2x3s,落花流水,Eason Chan - Topic
ykl0syHi0Ao,天使的禮物,Eason Chan - Topic
-eW-3eP29kQ,致明日的舞,Eason Chan - Topic
RqPF-CRLn7Y,黑擇明,Eason Chan - Topic
F04hJxDY4Ic,Lonely Christmas,Eason Chan - Topic
OFutLaEemwI,六月飛霜,Eason Chan - Topic
ibvCbaROBTs,熱帶雨林,Eason Chan - Topic
akCOiIzNszg,不來也不去,Eason Chan - Topic
Zupws5FA17Q,Shi Guang Dao Liu Er Shi Nian,Eason Chan - Topic
20LQf2BUt34,黑暗中漫舞,Eason Chan - Topic
vwxhK1QBJ6U,龍舌蘭,Eason Chan - Topic
ZrAmxWzS_qg,Hei Ye Bu Zai Lai,Eason Chan - Topic
MwftHoMIhmY,低等動物,Eason Chan - Topic
E1KgwjVYYkY,"原来这里没有你 (无线电视剧 ""雷霆第一关"" 片尾曲)",Eason Chan - Topic
clHuYs0jzjo,孤兒仔,Eason Chan - Topic
gt1jmkVuXB0,慢慢喜歡你 (Live at EasON AIR),Eason Chan - Topic
PNPJOmVex08,謝謝儂 (國),Eason Chan - Topic
YEGC4H6xZM0,白玫瑰,Eason Chan - Topic
jOGZlAU65yA,最後派對,Eason Chan - Topic
77KRF_aNgAc,忘記歌詞,Eason Chan - Topic
Pem0xDyLVNo,明年今日,Eason Chan - Topic
kQWp9A-yJqs,娛樂天空,Eason Chan - Topic
_dfN_bIBDfc,相信自己无限极,Eason Chan - Topic
-u1qWHDIxM8,遥远的她,Eason Chan - Topic
-B6p6mpmOHY,粵語殘片,Eason Chan - Topic
_6S7abSevDo,浮誇,Eason Chan - Topic
V0vX0xQb9NY,葡萄成熟時,Eason Chan - Topic
rtS3yA-cPUA,一切還好,Eason Chan - Topic
EwkglLnL1hw,1874,Eason Chan - Topic
9lXM_2sGr7U,黑夜不再來,Eason Chan - Topic
-iQF_Cv9Vcg,空城記,Eason Chan - Topic
ThzfMpxJuG4,我甚麼都沒有,Eason Chan - Topic
xQvIe8DTWP4,打得火熱,Eason Chan - Topic
VNNWnnZdypI,活著多好,Eason Chan - Topic
hSGPOfMybto,孤勇者 (Live 版 /《英雄聯盟：雙城之戰》動畫劇集中文主題曲),Eason Chan - Topic
mB_TVGva8do,喜歡一個人,Eason Chan - Topic
odWYUAVctww,囍帖街,Eason Chan - Topic
L33xzXU9TWY,Yu Xiang Yu Mo Wei,Eason Chan - Topic
AOWqA-dCw64,浮誇,Eason Chan - Topic
i3MZ_zmbVuM,給愛麗斯,Eason Chan - Topic
kx71X9Ntn2w,Crying in the Party,Eason Chan - Topic
Vxgt-vijOm4,夕陽無限好,Eason Chan - Topic
qmU8iZ2Luac,今天等我来,Eason Chan - Topic
rUk-GMxjAGY,大個女,Eason Chan - Topic
JMW8HHAyW_I,人生馬拉松 (渣打香港馬拉松二十周年主題曲),Eason Chan - Topic
Jd0KM7UY1pE,單車,Eason Chan - Topic
srt-8fknMvY,時代巨輪,Eason Chan - Topic
